en_label,ja_label,category,en_description,ja_description,qid
daclatasvir/sofosbuvir,ソホスブビル・ダクラタスビル,医薬品,combination drug,,Q27791722
alfatradiol,アルファトラジオール,医薬品,medication,,Q60193321
fluorescein,フルオレセイン,医薬品,pharmaceutical drug,,Q28453531
Zinc sulfate,硫酸亜鉛,医薬品,Dietary supplement,,Q28453515
beta3-adrenergic agonist,Β3受容体作動薬,医薬品,class of pharmacological agents,,Q56883537
Prussian medical blue,プルシアンブルー,医薬品,dark blue pigment used as a medication,,Q28453512
potassium chloride,塩化カリウム,医薬品,chemical compound generally used in medicine,,Q28453483
lecanemab,レカネマブ,医薬品,monoclonal antibody,アルツハイマー病の治療薬,Q56274769
daxibotulinumtoxinA,ダキシボツリヌス毒素A,医薬品,medication,,Q114242090
Stemirac,ステミラック注,医薬品,,,Q65240080
dostarlimab,ドスタルリマブ,医薬品,medication,,Q85757472
imipenem/cilastatin/relebactam,レレバクタム・イミペネム・シラスタチン,医薬品,combination drug,,Q65648491
bamlanivimab,バムラニビマブ,医薬品,experimental antibody treatment for COVID-19,COVID-19の実験的抗体治療薬,Q100391783
trastuzumab deruxtecan,トラスツズマブ デルクステカン,医薬品,medication,,Q80109553
nirsevimab,ニルセビマブ,医薬品,Monoclonal antibody used as vaccine against RSV,,Q111535760
belantamab mafodotin,ベランタマブ マホドチン,医薬品,pharmaceutical drug,,Q98139657
KarXT,KarXT,医薬品,investigational therapeutic,,Q113561681
acetylleucine,アセチルロイシン,医薬品,concept amalgam in chemistry,,Q72282660
conjugated estrogens,結合型エストロゲン,医薬品,complex mixture of sodium estrone sulfate and sodium equilin sulfate derived synthetically from estrone and equilin from horse urine,,Q4118295
measles vaccine,麻疹ワクチン,医薬品,vaccine used against the disease measles,麻疹の予防に効果的なワクチン,Q6804161
calcium,カルシウム,医薬品,chemical element with symbol Ca and atomic number 20,原子番号20の元素,Q706
cerebrolysin,セレブロリシン,医薬品,medication indicated in the treatment of cerebrovascular disorders,,Q19946892
ethiodized oil,ヨード化ケシ油脂肪酸エチルエステル,医薬品,pharmaceutical drug,,Q4205889
intravenous sodium bicarbonate,炭酸水素ナトリウム注射液,医薬品,medication for metabolic acidosis,,Q17147112
Daflon,ダフロン,医薬品,micronized purified flavonoid fraction,,Q5208349
abacavir/lamivudine,エプジコム配合錠,医薬品,combination drug for HIV,,Q4663143
antiparkinson,抗パーキンソン病薬,医薬品,agents used in the treatment of parkinson's disease,,Q3579672
copper IUD,銅付加IUD,医薬品,copper intrauterine device used for birth control and emergency contraception,,Q16274676
rabies vaccine,狂犬病ワクチン,医薬品,group of vaccines against infection of humans and animals with the rabies virus,狂犬病予防に使われるワクチン,Q4007169
abacavir/dolutegravir/lamivudine,ドルテグラビル・アバカビル・ラミブジン,医薬品,drug combination for HIV,,Q18208897
respiratory quinolone,レスピラトリーキノロン,医薬品,,,Q17233092
pegylated interferon,ペグ化インターフェロン-α,医薬品,pharmaceutical drug,,Q7160835
tipiracil / trifluridine,TAS-102,医薬品,chemical compound,,Q15708335
ephedra,エフェドラ,医薬品,medicinal preparation,,Q13530468
Insulin degludec,インスリン デグルデク,医薬品,ultralong-acting basal insulin analogue,,Q16252338
fluticasone furoate/vilanterol,フルチカゾンフランカルボン酸エステル・ビランテロールトリフェニル酢酸塩,医薬品,pharmaceutical drug formulation,医薬品,Q17127633
mumps vaccine,流行性耳下腺炎ワクチン,医薬品,vaccine which prevents mumps,流行性耳下腺炎の予防に使われるワクチン,Q6935478
sucroferric oxyhydroxide,スクロオキシ水酸化鉄,医薬品,pharmaceutical drug,,Q18386075
rabies immunoglobulin,狂犬病免疫グロブリン,医薬品,antiviral medication,,Q4067112
diphtheria vaccine,ジフテリアワクチン,医薬品,"vaccine against Corynebacterium diphtheriae, the bacterium that causes diphtheria",ジフテリアのワクチン,Q4007175
tick-borne encephalitis vaccine,ダニ媒介性脳炎ワクチン,医薬品,preventive medicine,ダニ媒介性脳炎予防に使われるワクチン,Q7800618
loteprednol etabonate,ロテプレドノール,医薬品,pharmaceutical drug,,Q3837481
rotavirus vaccine,ロタウイルスワクチン,医薬品,type of vaccine,ロタウイルスの感染を防ぐために用いられるワクチン,Q4411598
lamivudine/zidovudine,コンビビル配合錠,医薬品,mixture of chemical compounds,,Q6482030
Japanese encephalitis vaccine,日本脳炎ワクチン,医薬品,any of several vaccines against Japanese encephalitis,日本脳炎の予防に使われるワクチン,Q4007171
ombitasvir/paritaprevir/ritonavir,オムビタスビル・パリタプレビル・リトナビル,医薬品,pharmaceutical drug,,Q19858657
meningococcal vaccine,髄膜炎菌ワクチン,医薬品,vaccines used to prevent infection by Neisseria meningitidis,髄膜炎菌による感染症の予防に用いられるワクチン,Q6817090
dihydroartemisinin/piperaquine,ジヒドロアーテミシニン／ピペラキン,医薬品,Malaria treater,,Q17048104
ado-trastuzumab emtansine,トラスツズマブ エムタンシン,医薬品,pharmaceutical drug,,Q3997863
pertussis vaccine,百日咳ワクチン,医薬品,vaccine protecting against whooping cough,百日咳の感染を防ぐためのワクチン,Q7170955
antigout agent,抗痛風薬,医薬品,"agent that increases uric acid excretion by the kidney (uricosuric agents), decreases uric acid production (antihyperuricemics), or alleviates the pain and inflammation of acute attacks of gout",,Q17173047
pneumococcal vaccine,肺炎球菌ワクチン,医薬品,vaccine to prevent infection by the bacterium Stretococcus pneumoniae,肺炎レンサ球菌に対するワクチン,Q14538008
diphtheria antitoxin,ジフテリア抗毒素,医薬品,medication made up of antibodies,,Q15893399
medical uses of silver,銀の医療用途,医薬品,"uses of silver to establish the diagnosis, prognosis, treatment, and prevention of disease",,Q19272800
tuberculin,ツベルクリン,医薬品,extract used to identify a tuberculosis infection,結核菌感染の診断に使用される抗原,Q29505
rubella vaccine,風疹ワクチン,医薬品,vaccine used to prevent rubella,風疹の予防に用いられるワクチン,Q7375928
gonadotropin-releasing hormone antagonist,GnRH遮断薬,医薬品,class of medications,,Q3618379
diaphragm,ペッサリー,医薬品,cervical barrier type of birth control,,Q754926
combined oral contraceptive pill,経口避妊薬,医薬品,birth control method that includes a combination of an estrogen (estradiol) and a progestogen (progestin),避妊効果の得られる女性ホルモン剤,Q817281
emtricitabine/tenofovir/efavirenz,エムトリシタビン／テノホビル／エファビレンツ,医薬品,combination drug for HIV,,Q2869808
laudanum,アヘンチンキ,医薬品,tincture of opium,,Q898739
CCK,CCK,医薬品,Wikimedia disambiguation page,ウィキメディアの曖昧さ回避ページ,Q406994
saline solution,生理食塩水,医薬品,saline water for medical purposes,ヒトの体液とほぼ等張に調製された塩化ナトリウムの水溶液,Q275792
asenapine,アセナピン,医薬品,atypical antipsychotic medication used to treat schizophrenia and acute mania associated with bipolar disorder,,Q416545
Tylenol,タイレノール,医薬品,consumer drug brand owned by Johnson & Johnson,,Q3245302
fresh frozen plasma,新鮮凍結血漿,医薬品,"frozen plasma, used in medical labs",,Q1225698
modafinil,モダフィニル,医薬品,chemical compound,,Q410441
rifamycin,リファマイシン,医薬品,group of antibiotics,,Q388565
cajeput oil,カヤプテ油,医薬品,chemical compound,,Q857162
tranylcypromine,トラニルシプロミン,医薬品,racemic mixture,,Q420885
volume expander,代用血漿,医薬品,types of intravenous fluid,,Q3424651
erythropoiesis-stimulating agent,赤血球生成促進剤,医薬品,medicine that stimulates red blood cell production,,Q1363798
packed red blood cell,血液バッグ,医薬品,red blood cells separated for blood transfusion,,Q1363810
selenium disulfide,二硫化セレン,医薬品,mixture of selenium sulfides,,Q419375
Rho(D) immune globulin,抗Dヒト免疫グロブリン,医薬品,medication used to prevent RhD isoimmunization,Rhマイナスの母親とRhプラスの特発性血小板減少性紫斑病(ITP)の患者に投与される薬剤,Q3149137
budesonide/formoterol,ブデソニド・ホルモテロール,医薬品,combination formulation containing budesonide and formoterol used in the management of asthma and chronic obstructive pulmonary disease,,Q863389
nicotine replacement therapy,禁煙グッズ,医薬品,stop-smoking treatment,,Q1189783
Adderall,アデラル,医薬品,medication containing an amphetamine salt mixture used mainly to treat ADHD and narcolepsy,,Q935761
Hib vaccine,Hibワクチン,医薬品,vaccine,,Q368134
renin inhibitor,レニン阻害剤,医薬品,drug for volume regulation,,Q409255
placebo,偽薬,医薬品,substance or treatment of no therapeutic value,医学上有効な成分が入っていない薬,Q269829
corticotropin releasing hormone,副腎皮質刺激ホルモン放出ホルモン,医薬品,mammalian protein found in Homo sapiens,,Q386664
ivermectin,イベルメクチン,医薬品,antiparasite medication,経口駆虫剤のひとつ,Q415178
Calamine lotion,カラミン,医薬品,Lotion Calamine,,Q909139
chondroitin sulfate,コンドロイチン硫酸,医薬品,class of compounds; sulfated glycosaminoglycan,化合物のクラス,Q408014
Hepatitis B vaccine,B型肝炎ワクチン,医薬品,vaccine against Hepatitis B,B型肝炎を予防するワクチン,Q117749
hepatitis A vaccine,A型肝炎ワクチン,医薬品,vaccine to prevent Hepatitis A,A型肝炎を予防するワクチン,Q3553093
capreomycin,カプレオマイシン,医薬品,pharmaceutical drug,,Q415909
sedative,鎮静薬,医薬品,"a drug that subdues excitement and calms the subject without inducing sleep, though drowsiness may be produced",,Q847705
bleomycin,ブレオマイシン,医薬品,"pharmaceutical drug, mixture of Bleomycin A2, and B2",,Q415571
levonorgestrel-releasing implant,ノルプラント,医薬品,subdermal birth control implant,,Q3315673
red ginseng,紅参,医薬品,"steamed root of Panax ginseng, an herbal preparation",,Q3140118
anti-thymocyte globulin,抗胸腺グロブリン,医薬品,antibodies to prevent and treat transplant rejection,,Q584065
etonogestrel birth control implant,エトノゲストレル避妊インプラント,医薬品,birth control device,,Q1371645
topical steroid,ステロイド外用薬,医薬品,medication for skin,,Q2172867
neomycin,ネオマイシン,医薬品,"antibiotic, mixture of chemical",,Q423098
ear drop,点耳剤,医薬品,form of medicine used to treat or prevent ear infections,外耳または中耳に投与する外用薬,Q2046403
influenza vaccine,インフルエンザワクチン,医薬品,vaccine against influenza,インフルエンザの予防薬,Q383260
nabilone,ナビロン,医薬品,racemate,,Q419079
polio vaccine,ポリオワクチン,医薬品,vaccine to prevent poliomyelitis,ポリオを予防するためのワクチン,Q1519099
parathyroid hormone,パラトルモン,医薬品,mammalian protein found in Homo sapiens,,Q202476
colistin,コリスチン,医薬品,chemical compound,,Q418946
caffeine citrate,クエン酸カフェイン,医薬品,crystalline material,,Q2974480
TKM-Ebola,TKMエボラ,医薬品,experimental antiviral drug for Ebola disease that failed,,Q1055750
varicella vaccine,水痘ワクチン,医薬品,vaccine to prevent chickenpox,水痘と帯状疱疹の予防に使われるワクチン,Q2721987
Nitrous oxide and oxygen,笑気麻酔,医薬品,Gas used as anesthetic and for pain relief,亜酸化窒素を用いた麻酔,Q1881347
regular insulin,速効型インスリン,医薬品,short-acting insulin formulation,,Q2893248
water for injection,注射用水,医薬品,"very clean, sterile water",,Q1539975
hand sanitizer,手指消毒剤,医薬品,alternative/supplement to hand washing. Destroys microorganisms/prevents transmission of pathogens,,Q520181
oxygen therapy,酸素吸入,医薬品,use of high concentrations of oxygen as medical treatment,,Q1988216
artificial tears,人工涙液,医薬品,ophthalmic solutions used to treat conditions caused by deficient tear production,,Q1703024
Jintan,仁丹,医薬品,pharmaceutical drug,日本の口中清涼剤,Q1000106
antianginal,狭心症治療薬,医薬品,"drug used in the treatment of angina pectoris, a symptom of ischaemic heart disease",,Q2309849
quinupristin/dalfopristin,キヌプリスチン・ダルホプリスチン,医薬品,combination drug,,Q1763990
HPV vaccine,ヒトパピローマウイルスワクチン,医薬品,class of vaccines against human papillomavirus,ヒトパピローマウイルスの持続感染を予防するワクチン,Q900189
liquid bandage,液体絆創膏,医薬品,topical skin treatment for minor cuts and sores,,Q2314345
Ringer's lactate solution,リンガーの乳酸溶液,医薬品,electrolyte solution for infusion to treat low blood pressure or low blood volume,,Q2920739
xenon-133,キセノン133,医薬品,isotope of xenon,キセノンの同位体,Q2451397
antimycobacterial,抗酸菌症治療薬,医薬品,"drug used to treat or prevent infections caused by Mycobacteria, a genus of actinobacteria",,Q2853298
neuromuscular-blocking drug,非脱分極性神経筋遮断薬,医薬品,Smooth muscle relaxant are the drugs that reduces the tone of smooth muscles,,Q3286619
peritoneal dialysis,腹膜透析,医薬品,way to filter the blood when the kidneys are not working well,,Q1756474
antivenom,抗毒,医薬品,the antidote to venoms,,Q424427
digestive enzyme,消化酵素,医薬品,class of enzymes,,Q419557
IUD with progestogen,IUS (産婦人科学),医薬品,hormonal intrauterine device classified as a long-acting reversible contraceptive method,子宮内避妊器具を設置する際に子宮内から避妊効果のある黄体ホルモンを放出する製剤、ドラッグデリバリーシステム,Q1628262
ganglionic blocker,神経節遮断薬,医薬品,chemical compound,,Q1431381
prokinetic agent,消化管機能改善薬,医薬品,medication to promote gastric emptying,,Q1429522
eftrenonacog alfa,エフトレノナコグ アルファ,医薬品,,,Q28856155
sofosbuvir/velpatasvir,ベルパタスビル／ソホスブビル,医薬品,pharmaceutical drug,,Q25110523
prolactin,プロラクチン,医薬品,protein family,ホルモンの一つ,Q66590068
Moenomycin family antibiotics,モエノマイシン系抗生物質,医薬品,antibiotic Family,,Q30314304
PCSK9 inhibitors,PCSK9阻害薬,医薬品,"agents that inhibit Proprotein Convertase Subtilisin/Kexin Type 9, an enzyme that plays a role in the degradation of the LDL cholesterol receptors",,Q24228917
coagulation factor ix recombinant human,ノナコグ アルファ,医薬品,pharmaceutical drug,,Q28852434
platelet transfusion,血小板濃厚液,医薬品,treatment for bleeding irregularities,,Q23925170
sebelipase alfa,セベリパーゼ　アルファ,医薬品,recombinant form of the enzyme lysosomal acid lipase,ライソゾーム酸性リパーゼ欠損症治療剤,Q21789862
potassium permanganate,過マンガン酸カリウム,医薬品,medication for a number of skin conditions,,Q28453504
pentastarch,ペンタスターチ,医薬品,pharmaceutical drug,,Q21011237
motion sickness medicine,乗り物酔い防止薬,医薬品,,,Q24898081
testosterone,テストステロン,医薬品,medication and naturally occurring steroid hormone,,Q27863114
Dopamine,ドーパミン,医薬品,hormone used as a medication,,Q28163580
merestinib,メレスチニブ,医薬品,chemical compound,,Q27262653
ceftazidime/avibactam,セフタジジム／アビバクタム,医薬品,pharmaceutical drug,,Q20973563
lolamicin,ロラマイシン,医薬品,chemical compound,,Q126485641
buprenorphine/naloxone,ブプレノルフィン／ナロキソン,医薬品,pharmaceutical drug,,Q25048068
ethambutol/isoniazid,エタンブトール／イソニアジド,医薬品,medication for tuberculosis,,Q28163592
rindopepimut,リンドペピムート,医薬品,chemical compound,,Q25104603
sinecatechins,シネカテキンス,医薬品,extract of green tea leaves,,Q7522394
mecasermin rinfabate,メカセルミンリンファバート,医薬品,combination drug,,Q6804391
GI cocktail,GIカクテル,医薬品,mixture of pharmaceutical drugs,,Q5513540
Alcohol,アルコール,医薬品,as used in medicine,,Q19109595
artificial saliva,人工唾液,医薬品,synthetically produced liquid that mimics saliva,,Q5787021
atenolol/chlorthalidone,アテノロール／クロルタリドン,医薬品,combination drug,高血圧の治療薬,Q7700570
alpha-glucosidase inhibitor,Α-グルコシダーゼ阻害剤,医薬品,Diabetes mellitus type 2,,Q4734932
whole blood,全血,医薬品,unseparated donated human blood,,Q7997549
fluoride therapy,フッ化物療法,医薬品,therapy,,Q5462842
Borraginol,ボラギノール,医薬品,,天藤製薬が製造・販売する痔の薬のブランド,Q11338747
Kerorin,ケロリン,医薬品,,日本の富山めぐみ製薬が製造販売する鎮痛薬,Q11301244
pre-exposure prophylaxis against HIV,曝露前予防,医薬品,use of drugs to prevent HIV infection in people who have not yet been exposed to HIV,,Q7239230
tetanus vaccine,破傷風ワクチン,医薬品,vaccines used to prevent tetanus,破傷風の予防に用いられる不活化ワクチン,Q5861101
Urea-containing cream,尿素含有クリーム,医薬品,dermatologic drug,,Q7900349
Fosfomycin/tobramycin,合剤,医薬品,formulation of fosfomycin and tobramycin,,Q5473336
recombinant factor VIIa,遺伝子組換え活性型第VII因子製剤,医薬品,,,Q5940878
Metastron,メタストロン,医薬品,,,Q11343649
Fioricet,フィオリセット,医薬品,pharmaceutical product,,Q5451187
typhoid vaccine,腸チフスワクチン,医薬品,vaccines that prevent typhoid fever,腸チフスの感染を防ぐワクチン,Q7861081
Barium sulfate suspension,硫酸バリウム懸濁液,医薬品,contrast agent used during X-rays,,Q4860832
yellow fever vaccine,黄熱ワクチン,医薬品,vaccine that protects against yellow fever,黄熱の予防に用いるワクチン,Q8051876
seirogan,正露丸,医薬品,traditional Japanese medicine,日本の胃腸薬,Q8189667
telmisartan/hydrochlorothiazide,テルミサルタン／ヒドロクロロチアジド,医薬品,chemical compound,,Q7697766
elixir,秘薬,医薬品,"clear, sweet-flavored liquid used for medicinal purposes",,Q7005626
Sacubitril/valsartan,サクビトリル/バルサルタン,医薬品,chemical compound,,Q6457467
andexanet alfa,アンデキサネット アルファ,医薬品,antidote of direct oral anticoagulants Apixaban and Rivaroxaban,,Q7120529
amlodipine/benazepril,アムロジピン／ベナゼプリル,医薬品,antihypertensive medication,,Q4747074
efonidipine,エホニジピン,医薬品,chemical compound,,Q5347555
hydrazine,ヒドラジン,医薬品,antidepressant,,Q5954496
sitagliptin/metformin,シタグリプチン／メトホルミン,医薬品,pharmaceutical drug,,Q7531599
glucagon-like peptide-1 agonist,グルカゴン様ペプチドアナログ,医薬品,agonist of the GLP-1 receptor used in the treatment of type 2 diabetes and obesity,,Q5572286
specific substance maruyama,丸山ワクチン,医薬品,,がん免疫療法のための薬剤,Q11368150
Excedrin,エキセドリン,医薬品,over-the-counter headache pain reliever,解熱鎮痛剤,Q5419382
Concerta,コンサータ,医薬品,"pharmaceutical drug, trade name",医薬品の商品名,Q10868995
magnesium sulfate,硫酸マグネシウム (医薬品),医薬品,magnesium sulfate or its hydrates used as medication,,Q18212318
talimogene laherparepvec,タリモジェン ラヘルパレプベク,医薬品,modified herpes virus used for treatment of melanoma,,Q7679524
mania,躁病,症状,"state of abnormally elevated or irritable mood, arousal, and/or energy levels",気分高揚・万能感・活動性激増・多弁・自己過大評価・睡眠激減・観念奔逸・病識欠如などを特徴とする精神疾患,Q185935
IgA glomerulonephritis,IgA腎症,症状,disease of the kidney,,Q1146454
POEMS syndrome,クロウ・深瀬症候群,症状,paraneoplastic syndrome,,Q2553422
Alice in Wonderland syndrome,不思議の国のアリス症候群,症状,neuropsychological condition,ものの大きさに関する様々な主観的イメージの変容を引き起こす症候群,Q649340
Stevens–Johnson syndrome,スティーブンス・ジョンソン症候群,症状,skin disease,皮膚や粘膜の過敏症,Q1053948
cerebrotendinous xanthomatosis,脳腱黄色腫症,症状,autosomal recessive form of xanthomatosis.,,Q2602467
autoimmune hemolytic anemia,免疫介在性溶血性貧血,症状,autoimmune disease of blood that is characterized by deficient red blood cells caused by auto-antibodies.,,Q28814
hypnogogic hallucination,催眠幻覚,症状,"hallucination that occur at the onset of sleep (most commonly of the visual, auditory or tactile modality)",,Q63253280
Alpha-thalassemia mental retardation syndrome,ATR-X症候群,症状,alpha thalassemia that has material basis in mutation in the ATRX gene on Xq21,,Q2613277
primary sclerosing cholangitis,原発性硬化性胆管炎,症状,"sclerosing cholangitis characterized by fibroobliterative inflammation of the biliary tract, leading to cirrhosis and portal hypertension",,Q1058608
catatonia,緊張病,症状,"psychopathological syndrome, a group of postural and movement abnormalities",精神運動の低下および昏迷状態に代表される異常行動を特徴とする状態,Q501571
acute subdural hematoma,急性硬膜下血腫,症状,accumulation of blood in the subdural space with acute onset of neurological symptoms,短時間で硬膜と脳の間に血腫が形成された状態,Q11491565
George H. W. Bush vomiting incident,ブッシュ米大統領の1992年の崩壊と嘔吐,症状,when US President vomited into Japanese Prime Minister's lap,,Q5540112
sideroblastic anaemia P,鉄芽球性貧血,症状,aplastic anemia where the bone marrow produces ringed sideroblasts rather than healthy red blood cells (erythrocytes),,Q2610084
Phantom sense,VR感覚,症状,an apparent sensations reported by users of virtual reality platforms,,Q136147236
familial hypercholesterolemia,家族性高コレステロール血症,症状,familial hyperlipidemia characterized by very high levels of low-density lipoprotein (LDL) and early cardiovascular disease,,Q2711291
ulcerative colitis,潰瘍性大腸炎,症状,inflammatory bowel disease that causes ulcers in the colon,大腸の粘膜に潰瘍や糜爛を生じる炎症性疾患,Q1477
deathbed phenomena,死床現象,症状,range of phenomena reported by dying people,終末期の患者などが自らの死に臨み、すでに亡くなった存在やその他の事象といった、通常では見たり体験することのできない事物を感知する経験のこと,Q5247663
Makyo,魔境,症状,"""Ghost cave"": Zen Buddhist concept",,Q1758551
muscular dystrophy,筋ジストロフィー,症状,diseases that weaken the body's muscles,肉の筋線維の壊死と難再生を原因とした進行性の筋力低下を特徴とする遺伝性疾患に対する総称,Q1137767
Hirschsprung's disease,ヒルシュスプルング病,症状,congenital disorder of digestive system,,Q1343645
diaphragmatic paralysis,横隔膜麻痺,症状,,,Q22683159
Ehlers-Danlos syndrome,エーラス・ダンロス症候群,症状,group of genetic connective tissue disorders,コラーゲン線維形成機構の異常を原因とする症候群,Q1141499
Korsakoff's syndrome,コルサコフ症候群,症状,mental illness caused by a lack of thiamine in the brain,健忘症・明示的記憶の障害・作話などの特徴を持つ中枢神経系障害,Q622901
post-war chaos period,戦後混乱期,症状,,第二次世界大戦終戦直後の日本の政治経済が混乱した時期,Q11075191
Alport syndrome,アルポート症候群,症状,"monogenic disease characterized by glomerulonephritis, endstage kidney disease, and hearing loss",,Q1331116
sitosterolemia,シトステロール血症,症状,rare autosomal recessively inherited lipid metabolic disorder,,Q1336034
dextro-transposition of the great arteries,右旋性大血管転位,症状,congenital heart disease characterized by complete inversion of the great vessels where the aorta incorrectly arises from the right ventricle and the pulmonary artery incorrectly arises from the left ventricle,,Q3501283
Peroxisomal disease (except Adrenoleukodystrophy),ペルオキシソーム病,症状,,ヒトの疾患,Q65501350
Capgras syndrome,カプグラ症候群,症状,psychiatric disorder (syndrome) in which a person holds a delusion that a family member has been replaced by an identical imposter,精神疾患の一種,Q838018
cystic fibrosis,嚢胞性線維症,症状,autosomal recessive disease characterized by the buildup of mucus,,Q178194
earworm,イヤーワーム,症状,catchy piece of music that continually repeats through a person's mind after it is no longer playing,歌または音楽の一部分が心の中で強迫的に反復される現象,Q555631
Ganser syndrome,拘禁反応,症状,rare dissociative disorder previously classified as a factitious disorder,強制的に自由を抑圧される環境に置かれた人に表れる人格の変化,Q911160
Osteochondritis dissecans,特発性大腿骨頭壊死症,症状,medical condition,大腿骨の骨組織が壊死し、関節が変形・破壊する病気のうち、原因の不明なもの,Q5071123
systemic scleroderma,全身性強皮症,症状,"scleroderma that is characterized by fibrosis (or hardening) of the skin and major organs, as well as vascular alterations, and autoantibodies",,Q5340515
tricuspid atresia,三尖弁閉鎖症,症状,tricuspid valve disease characterized by a missing or abnormally developed tricuspid heart value at birth,,Q1283303
cloacal exstrophy,総排泄腔外反症,症状,"bladder exstrophy-epispadias-cloacal exstrophy complex that is characterized by a defect in the urethra, bladder and bowel",,Q5134736
granulomatosis with polyangiitis,ウェゲナー肉芽腫症,症状,wegner granulomatosis,,Q1161568
chorea-acanthocytosis,神経有棘赤血球症,症状,Human disease,,Q3338656
Sjögren's syndrome,シェーグレン症候群,症状,hypersensitivity reaction type II disease affecting the exocrine glands,自己免疫疾患の一つ,Q335555
distal muscular dystrophy,遠位型ミオパチー,症状,"group of genetic disorders characterized by progressive muscular atrophy and muscle weakness beginning in the hands, the legs, or the feet",,Q5282843
AL amyloidosis,全身性ALアミロイドーシス,症状,medical condition,,Q4652470
Leber hereditary optic neuropathy,レーベル遺伝性視神経症,症状,Human disease,,Q1262161
adult-onset Still's disease,成人スティル病,症状,"rare from of inflammatory arthritis characterized by fevers, rash, and joint pain",16歳以上の成人に発症する全身型若年性特発性関節炎（Still病）に類似した病態を示す疾患,Q1187697
psychological dependence,精神的依存,症状,form of dependence that involves emotional,,Q4420150
congenital myopathy,先天性ミオパチー,症状,human disease,フロッピーインファント症状を引き起こす疾患群,Q112412
Myelopathic muscular atrophy,脊髄性筋萎縮症,症状,,,Q63869155
isovaleric acidemia,イソ吉草酸血症,症状,organic acidemia disrupting or preventing normal metabolism of the branched-chain amino acid leucine,,Q3278042
autosomal dominant polycystic kidney disease,多発性嚢胞腎,症状,congenital disorder of urinary system,,Q15443105
systemic-onset juvenile idiopathic arthritis,全身型若年性特発性関節炎,症状,"Systemic inflammatory disorder, and a subtype of juvenile idiopathic arthritis, associated with fever, rash, and arthritis.",,Q17148432
Atopic myelitis,アトピー性脊髄炎,症状,,,Q11283959
atypical hemolytic uremic syndrome,非典型溶血性尿毒症症候群,症状,"complement deficiency that is characterized by mechanical hemolytic anemia, thrombocytopenia, and renal dysfunction",,Q17165460
ossification of the posterior longitudinal ligament,後縦靱帯骨化症,症状,"connective tissue disease characterized by ectopic ossification of the posterior longitudinal spinal ligament resulting in spinal cord compression, myelopathy and hyperreflexia",,Q11488367
Ossification of the ligamentum flavum,黄色靭帯骨化症,症状,,脊椎の靭帯骨化症,Q11677816
thyroid hormone resistance syndrome,甲状腺ホルモン不応症,症状,Human disease,,Q1515038
syringomyelia,脊髄空洞症,症状,congenital disorder of nervous system,,Q1112977
Goodpasture syndrome,グッドパスチャー症候群,症状,hypersensitivity reaction type II disease that is characterized by glomerulonephritis located in kidney and hemorrhaging located in lung,,Q1345792
hypoparathyroidism,副甲状腺機能低下症,症状,endocrine disease,,Q1586088
tyrosinemia type I,高チロシン血症1型,症状,tyrosinemia that has material basis in deficiency of the enzyme fumarylacetoacetate hydrolase resulting in an increase in fumarylacetoacetate which inhibits previous steps in tyrosine degradation leading to an accumulation of tyrosine in the body,,Q1747726
mixed connective tissue disease,混合性結合組織病,症状,"collagen disease that is considered an overlap of three diseases, systemic lupus erythematosus, scleroderma, and polymyositis with very high titers of circulating antinuclear antibody to a ribonucleoprotein antigen",,Q1622407
tympanites,鼓脹症,症状,medical condition in which excess gas accumulates in the gastrointestinal tract and causes abdominal distension,,Q1413614
hypertrophic cardiomyopathy,肥大型心筋症,症状,disease in which the heart muscle is enlarged,,Q1364270
virilization,男性化,症状,biological development of male sex characteristics,成人男性の特徴が生物学的に発現する事,Q1433654
tyrosinemia type III,高チロシン血症3型,症状,tyrosinemia that has material basis in deficiency of 4-hydroxyphenylpyruvate dioxygenase disrupting the break down of tyrosine,,Q7861692
multiple sclerosis,多発性硬化症,症状,disease that damages the myelin sheaths around nerve axons,中枢性脱髄疾患の一つ,Q8277
greyout,グレイアウト,症状,transient loss of vision characterized by a perceived dimming of light and color,,Q1404110
interstitial cystitis,間質性膀胱炎,症状,type of medical condition,,Q1671412
lipodystrophy,リポジストロフィー,症状,group of genetic or acquired disorders in which the body is unable to produce and maintain healthy fat tissue,,Q1538213
Mobius syndrome,メビウス症候群,症状,rare disease,,Q1418152
primary biliary cholangitis,原発性胆汁性肝硬変,症状,liver cirrhosis characterized by chronic and slow progressive destruction of intrahepatic bile ducts,,Q1072420
tuberous sclerosis,結節性硬化症,症状,rare multisystem genetic disease that causes benign tumors to grow in the brain and on other vital organs,,Q1362721
myasthenia gravis,重症筋無力症,症状,human disease,アセチルコリンなどの抗体により神経・筋伝達が阻害されるために筋肉の易疲労性や脱力が起こる自己免疫疾患,Q8285
Addison's disease,慢性原発性副腎皮質機能低下症,症状,adrenal cortical hypofunction that is characterized by insufficient steroid hormone production by the adrenal glands,,Q8282
Kabuki syndrome,歌舞伎症候群,症状,rare disease,常染色体優性遺伝の遺伝疾患,Q1538227
Cushing's syndrome,クッシング症候群,症状,adrenal gland overactivity caused by a tumor of the pituitary gland or by medication,慢性の糖質コルチコイド過剰による症候群,Q219102
erythroderma,紅皮症,症状,skin disease,,Q1363741
Churg-Strauss syndrome,アレルギー性肉芽腫性血管炎,症状,"a systemic vasculitis realized as blood vessel inflammation, with symptoms asthma along with hay fever, rash and gastrointestinal bleeding",,Q32811
