en_label,ja_label,category,en_description,ja_description,qid
cytoskeleton,細胞骨格,解剖学的構造,any of the various filamentous elements that form the internal framework of cells,細胞を構成する物質のひとつ,Q154626
corn kernel,トウモロコシの実,解剖学的構造,fruit of corn (maize),トウモロコシの穎果,Q3936020
scrotum,陰嚢,解剖学的構造,anatomical male reproductive structure that consists of a suspended sack of skin,男性器において、精巣を内包する袋状の突出部　へのこ（男性外陰部の古語）,Q174471
acorn,ドングリ,解剖学的構造,fruit/nut of the oak tree,ブナ科の果実,Q3914781
lymphatic system,リンパ系,解剖学的構造,a part of the defense system (immune system) of vertebrate animals against pathogens,リンパ液と呼ばれる清明な液を運搬する導管ネットワーク,Q712604
ovary,子房,解剖学的構造,part of the female reproductive organ of flowers,被子植物の花において胚珠を内蔵する袋状の器官,Q148515
thylakoid,チラコイド,解剖学的構造,part of a plant,葉緑体やシアノバクテリアに見られる膜,Q337889
Adductor muscles,閉殻筋,解剖学的構造,muscle in the interior of a bivalve mollusk which close the valves,二枚貝などの殻を持つ動物が殻を閉じるために用いる筋肉,Q4681415
Anterior teeth,前歯,解剖学的構造,Wikimedia disambiguation page,ウィキメディアの曖昧さ回避ページ,Q4771404
Lilium,ユリ属,解剖学的構造,genus of plants,ユリ目ユリ科の植物,Q5194627
Pleurotus ostreatus,ヒラタケ,解剖学的構造,species of fungus,担子菌門ハラタケ目ヒラタケ科ヒラタケ属に分類される食用キノコ,Q186451
chalaza,カラザ,解剖学的構造,structure inside an egg that suspends the yolk,卵黄の両端についているタンパク質,Q764184
Agaricus subrufescens,アガリクス,解剖学的構造,species of mushroom,ハラタケ属のagaricus subrufescensもしくはハラタケ属の全体のキノコの通称,Q764068
Gewürztraminer,ゲヴュルツトラミネール,解剖学的構造,wine grape,ブドウ品種,Q756654
Auer rod,アウエル小体,解剖学的構造,"large, crystalline cytoplasmic inclusion bodies sometimes observed in myeloid blast cells",骨髄芽球または前骨髄球の細胞質にみられる、針状ないし棒状の結晶様封入体,Q759291
beef,牛肉,解剖学的構造,meat from cattle,ウシの肉,Q192628
pons,橋,解剖学的構造,"region of the brainstem that includes neural pathways and tracts that conduct signals from the brain down to the cerebellum and medulla, and that carry the sensory signals up into the thalamus.",脳の部位の一つ,Q192570
trigeminal nerve,三叉神経,解剖学的構造,nerve in human face,脳神経のひとつ、主に頭部に分布する,Q189763
bark,樹皮,解剖学的構造,"plant tissue outside the vascular cambium or the xylem; in older trees may be divided into dead outer bark and living inner bark, which consists of secondary phloem. external parenchymal tissue, located just below the epidermis of the stem",樹木の幹や枝の最外層を覆う死んだ細胞からなる組織、または維管束形成層より外側にあるすべての組織,Q184453
Pinot gris,ピノ・グリ,解剖学的構造,white wine grape,ブドウ品種,Q778601
reticulum,ハチノス,解剖学的構造,second chamber in the four-chamber alimentary canal of a ruminant animal,食肉としての、牛の第二胃,Q767749
calyx of Held,ヘルト萼状シナプス,解剖学的構造,The terminal specialization of a calyciferous axon which forms large synapses in the mammalian auditory central nervous system.,蝸牛神経核から対側の台形体核主細胞に対して形成されるシナプスである。音情報の高い時間精度での伝播のため、形態的にも機能的にも特殊である。,Q5024774
central veins of liver,中心静脈,解剖学的構造,veins through the centers of hepatic (liver) lobules,肝臓中の静脈,Q4115357
autosome,常染色体,解剖学的構造,Any chromosome other than a sex chromosome,性染色体以外の染色体,Q186380
bassarisk fur,バサリスク,解剖学的構造,fur of the bassarisk (Bassariscus astutus),毛皮,Q810472
Atacama skeleton,アタ,解剖学的構造,"mummified corpse from the Atacama desert, Chile",チリで発見された胎児のミイラ,Q12155967
micronucleus,小核,解剖学的構造,"type of nucleus in ciliates, involved in reproductive cell functions",繊毛虫の持つ細胞核,Q12553974
parietal lobe,頭頂葉,解剖学的構造,part of the brain responsible for sensory input and some language processing,大脳葉の一つ,Q815334
eggplant,ナス,解剖学的構造,"edible botanical fruit of the species Solanum melongena, used as a vegetable",野菜、ナスの可食部分,Q12533094
heterochromatin,ヘテロクロマチン,解剖学的構造,a compact and highly condensed form of chromatin,高度に凝縮されたコンパクトなクロマチンの形態,Q837783
membrane,膜,解剖学的構造,a lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it,脂質二重層とそれに埋め込まれたすべてのタンパク質およびタンパク質複合体,Q14349455
omasum,センマイ,解剖学的構造,third of the four stomach compartments in ruminants,食肉としての、牛の第三胃,Q846746
facing heaven pepper,チョウテントウガラシ,解剖学的構造,hot pepper,唐辛子の栽培品種,Q5428637
calcium channel complex,カルシウムチャネル,解剖学的構造,ion channel complex through which calcium ions pass,カルシウムイオンを選択的に透過するイオンチャネル,Q15322916
kinesin complex,キネシン,解剖学的構造,"any complex that includes a dimer of molecules from the kinesin superfamily, a group of related proteins that contain an extended region of predicted alpha-helical coiled coil in the main chain that likely produces dimerization",モータータンパク質の一つ,Q15319390
gamma-secretase complex,Γ-セクレターゼ,解剖学的構造,"protein complex that has aspartic-type endopeptidase activity, and contains a catalytic subunit, presenilin (PS), that is a prototypical member of the GxGD-type aspartyl peptidases. The complex also contains additional subunits, including nicastrin",複数のサブユニットからなるプロテアーゼ複合体、内在性膜タンパク質,Q15328541
TORC2 complex,mTORC2,解剖学的構造,"protein complex that contains at least TOR (target of rapamycin) and Rictor (rapamycin-insensitive companion of TOR), or orthologs of, in complex with other signaling components",タンパク質複合体,Q14876061
"chromosome, centromeric region",セントロメア,解剖学的構造,"The region of a chromosome that includes the centromeric DNA and associated proteins. In monocentric chromosomes, this region corresponds to a single area of the chromosome, whereas in holocentric chromosomes, it is evenly distributed along the chrom",染色体の長腕と短腕が交差する部位,Q14762596
telomere,テロメア,解剖学的構造,terminal region of a linear chromosome that including the telomeric DNA repeats and associated proteins,反復DNA配列,Q14872779
wheat,小麦,解剖学的構造,widely cultivated cereal grain,イネ目イネ科の植物,Q15645384
Wakatakayori-hime no Mikoto,稚高依姫尊,解剖学的構造,stillborn daughter of Emperor Meiji and Hashimoto Natsuko,日本の皇族、明治天皇の第一皇女,Q15707446
masala chai,チャイ,解剖学的構造,"flavoured tea beverage made from milk, aromatic spices and herbs",インド式に甘く煮出したミルクティー,Q877661
beaver,ビーバー,解剖学的構造,skin and fur of the beaver,毛皮,Q856188
Nanohana,菜の花,解剖学的構造,species of plant,アブラナ科アブラナ属の花の総称,Q16730268
Trunko,トランコ,解剖学的構造,globster,未確認生物（UMA）,Q913481
extracellular exosome,エキソソーム,解剖学的構造,membrane-bound extracellular vesicles,細胞から放出される顆粒状物質,Q903634
Pleurotus eryngii,エリンギ,解剖学的構造,species of fungus,ヒラタケ科ヒラタケ属のキノコの一種,Q901105
Mehlis gland,メーリス腺,解剖学的構造,gland of reproductive system in Platyhelminthes,扁形動物の生殖に関する腺,Q18343577
pit organ,ピット器官,解剖学的構造,sensory organ in snakes for heat sensing,マムシ亜科、ニシキヘビ科、ボア科のヘビが持つ赤外線受容器官,Q929262
Kiyomi,清見,解剖学的構造,Japanese citrus fruit,柑橘類の一種、温州ミカンとトロビタオレンジを交配した品種,Q6419032
Pinot blanc,ピノ・ブラン,解剖学的構造,varietal,ブドウ品種,Q950514
Hatsushimo,ハツシモ,解剖学的構造,,イネの品種,Q18456412
Omiki Chōdaishiki,御神酒頂戴式,解剖学的構造,,栃木県益子町の祇園祭で行われる「奇祭」と称される御神酒を用いた「強飯式」の神事,Q18458180
chinchilla,チンチラ,解剖学的構造,fur of the chinchilla,毛皮,Q1073656
Banpeiyu,晩白柚,解剖学的構造,Japanese citrus fruit,柑橘類の一つで、ザボンの一品種,Q19829504
Detmold child,デトモルト・チャイルド,解剖学的構造,mummy found in Peru,ペルーで発見されたミイラ,Q19832408
Middle cerebral veins,浅中大脳静脈,解剖学的構造,Wikimedia disambiguation page,ウィキメディアの曖昧さ回避ページ,Q6841661
microvesicle,微小小胞体,解剖学的構造,type of extracellular vesicle,細胞膜の一部がくびり取られた直径100-1000ナノメートルの粒子,Q6840469
vascular bundle,維管束,解剖学的構造,a longitudinal strand of vascular tissue in the stems and leaves of higher plants,植物が持つ内部組織,Q987774
viral envelope,エンベロープ,解剖学的構造,outermost layer of many types of viruses,一部のウイルス粒子に見られる膜状の構造,Q994215
caveola,カベオラ,解剖学的構造,membrane raft that forms a small pit that communicates with the outside of a cell and extends inward,特殊なタイプの脂質ラフト,Q1051872
labia majora,大陰唇,解剖学的構造,outer folds of the vulva,女性器の一部,Q1081574
neural tube,神経管,解剖学的構造,developmental precursor to the central nervous system,脊索動物の発生過程で出現する神経系の原基,Q1127402
Morchella esculenta,アミガサタケ,解剖学的構造,species of fungus,アミガサタケ科のキノコ,Q1129282
red yeast rice,紅麹,解剖学的構造,type of fermented rice,ベニコウジカビ,Q1135788
Grifola frondosa,マイタケ,解剖学的構造,species of fungus,キノコの仲間,Q1165686
skunk fur,スカンク,解剖学的構造,fur of a skunk,スカンクの毛皮,Q1167149
Koshihikari,コシヒカリ,解剖学的構造,cultivar of Japonica rice created in 1956 in Japan,イネの品種名、ブランド,Q1204670
Posterior teeth,臼歯,解剖学的構造,,口の中の奥にある歯,Q7234243
mink,ミンク,解剖学的構造,fur of the mink,毛皮,Q1262096
acoustic radiation,聴放線,解剖学的構造,,大脳にある神経線維の束,Q1269743
Lagenaria siceraria,ヒョウタン,解剖学的構造,species of plant,ウリ科の植物,Q1277255
Stropharia rugosoannulata,サケツバタケ,解剖学的構造,species of fungus,ハラタケ目モエギタケ科モエギタケ属のキノコの一種,Q1236980
endodermis,内皮,解剖学的構造,part of a plant,維管束植物の皮層の最内層にある組織,Q1295298
Tremella fuciformis,シロキクラゲ,解剖学的構造,species of fungus,シロキクラゲ科シロキクラゲ属のキノコ,Q1309195
Keemun,祁門紅茶,解剖学的構造,famous Chinese black tea,中国で生産される紅茶の銘柄,Q1376140
mantle,外套膜,解剖学的構造,part of the anatomy of molluscs,軟体動物の内臓を覆う器官,Q1380786
labia,陰唇,解剖学的構造,part of the female genitalia,女性器の一部,Q1406501
heart as food,ハツ,解剖学的構造,type of offal,食肉としての心臓,Q1409015
trochanter,転節,解剖学的構造,second segment in the leg of an insect,昆虫の脚における2番目の節,Q21856391
Grenache Blanc,グルナッシュ・ブラン,解剖学的構造,variety of grape,ブドウ品種,Q1421703
suya,スヤ,解剖学的構造,snack of skewered meat popular in Nigeria and Cameroon originating from the Hausa people,ナイジェリアの料理,Q7650627
Yamada Nishiki,山田錦,解剖学的構造,,イネの品種,Q8047599
gohan,ご飯,解剖学的構造,Japanese cooked rice,日本の米飯,Q8567266
Tutankhamen's mummy,ツタンカーメンのミイラ,解剖学的構造,Tutankhamun's Mummy,ミイラ,Q7856908
cardia,噴門,解剖学的構造,anatomical structure,胃と食道がつながる部分,Q1542842
Rosa 'New Dawn',ニュードーン,解剖学的構造,rose cultivar,バラの園芸品種の1つ,Q1512702
Auricularia cornea,ナンカイキクラゲ,解剖学的構造,species of fungus,キクラゲ目キクラゲ科キクラゲ属のキノコ,Q10422716
açai berry,アサイベリー,解剖学的構造,fruits of various palms of the genus Assai,アサイーの果実,Q10420475
wood fiber,木部繊維,解剖学的構造,part of a plant,植物の一部,Q1625473
Ranjatai,蘭奢待,解剖学的構造,"famous piece of agarwood, used for incense in Todaiji",日本の東大寺正倉院に収蔵されている香木,Q11625240
Kamenō,雄町,解剖学的構造,,稲の栽培品種の一種,Q11659233
Satsumadori,薩摩鶏,解剖学的構造,Japanese breed of fighting chicken,闘鶏用のニワトリ,Q11622284
Uozu Buried Forest,魚津埋没林,解剖学的構造,,富山県魚津市で発見された埋没林,Q11674013
Hinaidori,比内鶏,解剖学的構造,,秋田県北部にて飼育されている家禽,Q11547395
Nihonbare,日本晴,解剖学的構造,,イネの栽培品種,Q11508264
Sanbe Azukihara Buried Forest,三瓶小豆原埋没林,解剖学的構造,,島根県大田市にある埋没林,Q11356662
Hinohikari,ヒノヒカリ,解剖学的構造,,稲の品種,Q11330147
Murcott,マーコット,解剖学的構造,tangor (mandarin–sweet orange hybrid),ミカン科の常緑低木、柑橘類の一種,Q11341734
Kinuhikari,キヌヒカリ,解剖学的構造,,イネの栽培品種の1つ,Q11296871
Kirara397,きらら397,解剖学的構造,,イネの品種名,Q11265155
egusi,エグシ,解剖学的構造,type of seed commonly found in West African cuisine,一部のウリ科の植物の種子,Q10771593
Milky Queen,ミルキークイーン,解剖学的構造,,イネの栽培品種及び米の銘柄名,Q11342915
Kamenoo,亀の尾,解剖学的構造,,イネの品種,Q11370703
Tsuyahime,つや姫,解剖学的構造,,イネの品種名,Q11272504
Nanatsuboshi,ななつぼし,解剖学的構造,,北海道のイネの品種,Q11274398
Haenuki,はえぬき,解剖学的構造,,イネの品種,Q11275345
Hitomebore,ひとめぼれ,解剖学的構造,Japanese variety of short grain rice,日本のイネの品種,Q11276316
Nagoya Cochin,名古屋コーチン,解剖学的構造,,愛知県特産である鶏の卵肉兼用種,Q11414820
Akitakomachi,あきたこまち,解剖学的構造,,イネの品種名,Q11256961
star anise,八角,解剖学的構造,"fruit derived from the Illicium verum or badiam plant, used as a spice",トウシキミから得られるスパイス,Q1760637
globus pallidus,淡蒼球,解剖学的構造,sub-cortical structure of the brain,大脳基底核の一部,Q1759633
earlobe,耳たぶ,解剖学的構造,"lower portion of the outer ear, composed of tough areolar and adipose connective tissues, lacking the firmness and elasticity of the rest of the auricle",耳殻の下部に垂れ下がった柔らかい肉,Q1778517
tympanal organ,鼓膜器官,解剖学的構造,"hearing organ in insects, consisting of a membrane (tympanum) stretched across a frame backed by an air sac and associated sensory neurons",一部の昆虫が有する聴覚器官のひとつ,Q1784041
macronucleus,大核,解剖学的構造,"type of nucleus in ciliates, involved in non-reproductive cell functions",繊毛虫の持つ細胞核,Q1886511
Liujiang man,柳江人,解剖学的構造,hominin fossil,東アジアで化石が発見された現生人類,Q1866136
corona,花冠,解剖学的構造,"the petals of a flower collectively, forming an inner floral envelope",複数の花弁からなる花の器官,Q1840192
turtle plastron,亀板,解剖学的構造,,漢方薬の一種の亀の甲羅,Q1931566
nutria fur,ヌートリア,解剖学的構造,"fur of the nutria, Myocastor coypus",毛皮,Q2005595
osmeterium,臭角,解剖学的構造,odoriferous defensive structure,アゲハチョウ科のチョウの幼虫が持つ器官,Q2034398
pubic area,陰部,解剖学的構造,area on the human body,人間の身体一部,Q2132001
red fox,レッドフォックス,解剖学的構造,fur of the red fox (Vulpes),毛皮,Q2168544
chiasma,キアズマ,解剖学的構造,"connection formed between chromatids, visible during meiosis, thought to be the point of the interchange involved in crossing-over",減数分裂中に観察される染色分体間の接続。交差に関わる交換ポイントと考えられる,Q2065460
Hand of Glory,栄光の手,解剖学的構造,dried and pickled hand of a man who has been hanged,吊るされた男の手を乾燥して漬物にした呪具,Q2087293
Styloid process,茎状突起,解剖学的構造,Wikimedia disambiguation page,ウィキメディアの曖昧さ回避ページ,Q2111626
holometabolism,完全変態,解剖学的構造,form of insect development,昆虫の変態様式の一つ,Q2048559
frond,羽葉,解剖学的構造,collection of leaflets on a plant,シダ類に見られる特徴的な葉,Q2333821
phytolith,プラント・オパール,解剖学的構造,microscopic siliceous particle that is formed by a plant and that is highly resistant to decomposition,植物の細胞組織に充填する非結晶含水珪酸,Q2354850
Tuber magnatum,シロセイヨウショウロ,解剖学的構造,species of fungus,菌類の一種,Q2360313
Albert Einstein's brain,アルベルト・アインシュタインの脳,解剖学的構造,preserved brain of scientist Albert Einstein,アルベルト・アインシュタインの死後に取り出された脳,Q2464312
tree hollow,樹洞,解剖学的構造,a semi-enclosed cavity which has naturally formed in the trunk or branch of a tree,木にできた洞窟状の空間,Q2392414
pericycle,内鞘,解剖学的構造,layer of parenchyma or sclerenchyma cells,高等植物で維管束を囲む柔組織の細胞層,Q2567471
Phallus indusiatus,キヌガサタケ,解剖学的構造,species of fungus,スッポンタケ目スッポンタケ科スッポンタケ属に属するキノコの一種,Q2701671
quince,マルメロ,解剖学的構造,"fruit of the quince plant (Cydonia, Pseudocydonia)",マルメロの果実,Q2751465
cucumber,キュウリ,解剖学的構造,fruit used as vegetable,野菜、キュウリの果実,Q2735883
Prokaryotic cytoskeleton,原核生物の細胞骨格,解剖学的構造,structural filaments in prokaryotes,原核生物にある繊維性の構造,Q2981128
Oliver Cromwell's head,オリバー・クロムウェルの首,解剖学的構造,"head of Oliver Cromwell after his corpse was dug up, hung in chains and beheaded",首,Q3012031
blackcurrant,黒スグリ,解剖学的構造,fruit of the plant Ribes nigrum,クロスグリの果実,Q2941309
medlar,メドラー,解剖学的構造,fruit of the plant Mespilus Germanica (for the species use Q146186),セイヨウカリンの果実,Q3092517
arthropod leg,関節肢,解剖学的構造,locomotory appendage of arthropods,節足動物の付属肢,Q3133438
peppercorn,胡椒,解剖学的構造,spice,コショウの果実から作られる香辛料,Q3143131
calf,ふくらはぎ,解剖学的構造,"back part of lower leg, i.e. posterior compartment of leg",脚の後ろ側にある膨らんだ部分,Q3216080
coco plum,ココプラム,解剖学的構造,Fruit of Chrysobalanus icaco,ココプラムの果実,Q3147574
coconut,ココナッツ,解剖学的構造,fruit of Cocos nucifera,ココヤシの果実,Q3342808
Yuka,ユカ,解剖学的構造,mammoth,マンモス,Q3573130
Siege of Paris,パリ包囲戦,解剖学的構造,1429 Joan D' Arc's Siege,百年戦争の戦い,Q3485982
CONNECTONE,CONNECTONE,解剖学的構造,Japanese music label,日本の音楽レーベル,Q30925723
Seiten’no Hekireki,青天の霹靂,解剖学的構造,,ジャポニカ種に属する粳種のイネの品種名および銘柄名,Q30928248
lily,百合,解剖学的構造,popular flower,ポピュラーな花,Q40458125
Haplogroup L3'4,ハプログループ L3'4,解剖学的構造,human mitochondrial DNA haplogroup,ヒト・ミトコンドリアDNA・ハプログループ,Q45068813
glyco-Lutropin [extracellular region],黄体形成ホルモン,解剖学的構造,instance of macromolecular complex in Homo sapiens with Reactome ID (R-HSA-378969),性腺刺激ホルモンの一つ,Q50265477
Clara Zetkin's brain,クララ・ツェトキンの脳,解剖学的構造,preserved brain of German politician Clara Zetkin,ドイツの政治家の脳の標本,Q58421304
cantaloupe,カンタロープ,解剖学的構造,fruit of the cantaloupe plant,果物,Q61858403
muskmelon,マスクメロン,解剖学的構造,fruit,メロンの品種、その果実,Q61857870
Myōkai,明海,解剖学的構造,,幕末に即身仏となった僧,Q60988470
Chinese chestnut,甘栗,解剖学的構造,seed from Castanea mollissima,シナグリの実,Q104031801
kumquat,キンカン,解剖学的構造,,キンカンの果実,Q104005575
Mokujiki Bukkai,木喰仏海,解剖学的構造,,江戸時代に即身仏となった僧,Q94537636
spike,穂状花序,解剖学的構造,"unbranched, indeterminate inflorescence, similar to a raceme, but bearing sessile flowers (sessile flowers are attached directly, without stalks)",主軸が長く伸び、それに柄のない花が並んでいる花序,Q123786564
Bukkai,仏海,解剖学的構造,,明治時代に即身仏となった僧,Q128842819
capitulum,Capitulum,解剖学的構造,lid of the insect egg,一部の昆虫の卵に見られる蓋状の構造,Q130323230
penis,陰茎,解剖学的構造,primary sexual organ of male animals,人間の男性や動物のオスの交接器・泌尿器・陰部,Q58
vagina,膣,解剖学的構造,part of the female genital tract,動物の雌性生殖器の一部,Q5880
Napoleon's penis,ナポレオンの陰茎,解剖学的構造,Body part of Napoleon I,フランスの軍人、ナポレオン・ボナパルトの体から切り取られたとされる、人間の陰茎,Q104841666
prefrontal cortex,前頭前皮質,解剖学的構造,"part of brain largely responsible for personality, decision making, and social behaviour",脳にある前頭葉の前側の領域,Q18680
clavicle,鎖骨,解剖学的構造,plain bone of short length that serves as a strut between the scapula and the sternum,骨の一つ,Q16343
abomasum,ギアラ,解剖学的構造,fourth and final stomach compartment in ruminants,食肉としての、牛の第四胃,Q27004
cone,球果,解剖学的構造,seed-bearing organ on gymnosperm plants,裸子植物の針葉樹類がもつ生殖器官,Q22710
collagen,コラーゲン,解剖学的構造,group of fibrous proteins that occur in vertebrates as the chief constituent of connective tissue fibrils and in bones and yield gelatin and glue upon boiling with water,タンパク質,Q26868
plasma membrane,細胞膜,解剖学的構造,biological membrane that separates the interior of a cell from its outside environment,細胞を構成する物質のひとつ,Q29548
Lepista nuda,ムラサキシメジ,解剖学的構造,species of fungus,キノコの一種,Q29362
maize,トウモロコシ,解剖学的構造,species of grass cultivated as a food crop,イネ目イネ科の植物,Q11575
Gomoku Gohan,五目ごはん,解剖学的構造,,スガキヤのメニュー,Q100151408
leaf,葉,解剖学的構造,"main organ of photosynthesis and transpiration in higher plants, usually consisting of a flat green blade attached to the stem directly or by a stalk",植物の器官,Q33971
nasal bone,鼻骨,解剖学的構造,facial bone,骨の一つ,Q38155
mitochondrion,ミトコンドリア,解剖学的構造,organelle in eukaryotic cells responsible for respiration,真核生物の細胞小器官,Q39572
buttocks,尻,解剖学的構造,"two rounded portions of the anatomy, traditionally located on the posterior of various organisms",臀部,Q42165
chloroplast,葉緑体,解剖学的構造,"chlorophyll-containing plastid with thylakoids organized into grana and frets, or stroma thylakoids, and embedded in a stroma",光合成をおこなう、半自律性の細胞小器官,Q47263
rose hip,ローズヒップ,解剖学的構造,accessory fruit of the Rosa plant genus,バラの果実,Q46740
weekendinko,週末のインコ,解剖学的構造,,大阪市東住吉区にある紅茶メインのカフェ,Q135333703
organelle,細胞小器官,解剖学的構造,organized cell-level biological structure of distinctive morphology and function,細胞の内部で特に分化した形態や機能を持つ構造の総称,Q45948
ion channel complex,イオンチャネル,解剖学的構造,pore-forming membrane protein that allows the passage of ions through a membrane,細胞の生体膜にある膜貫通タンパク質の一種であり、受動的にイオンを透過させるタンパク質の総称,Q62536
pistil,雌蕊,解剖学的構造,"the female reproductive part of a flower, consisting of one or more separate or fused carpels",被子植物の花にある雌性生殖器官,Q62779
rapeseed seed,菜種,解剖学的構造,seed of Brassica napus,セイヨウアブラナの種子,Q110022244
Zensenkō,全浅香,解剖学的構造,,正倉院北倉に収蔵される香木,Q109368943
Distribution of the Relics,舎利八分,解剖学的構造,Distribution of eight portions of the Buddha's cremated remains,釈迦の遺骨を8等分した出来事,Q114003091
Gyōnin-sama,行人様,解剖学的構造,,江戸時代に即身仏になった武士、僧,Q115586871
kongnamul-bap,コンナムルパプ,解剖学的構造,soybean sprout rice,大豆もやしご飯,Q115549787
Miyoshi Pione,三次ピオーネ,解剖学的構造,,広島県三次市で生産されるピオーネ,Q120922490
flexor retinaculum of the hand,手の屈筋支帯,解剖学的構造,fibrous band on the palmar side of the hand near the wrist,,Q449457
gap junction,ギャップ結合,解剖学的構造,"cell-cell junction comprised of innexins or connexins, two different families of channel-forming proteins. Other proteins may also be present.",,Q232438
human chromosome 17,17番染色体 (ヒト),解剖学的構造,human chromosome,,Q220677
cytosol,細胞質基質,解剖学的構造,"part of the cytoplasm that does not contain organelles but which does contain other particulate matter, such as protein complexes",,Q220599
atlanto-occipital joint,環椎後頭関節,解剖学的構造,articulation between the occiptal bone and the cervical atlas,,Q1169223
lumbar region,腰部,解剖学的構造,abdominal segment of the torso,,Q1293405
respiratory epithelium,呼吸上皮,解剖学的構造,mucosa which serves to moisten and protect the airways,,Q1428754
inclusion body,封入体,解剖学的構造,cell component formed of aggregated molecules such as proteins or other biopolymers,,Q1308970
default mode network,デフォルト・モード・ネットワーク,解剖学的構造,"large-scale brain network, active when one is not focused on the outside world and the brain is at wakeful rest (e.g. daydreaming), and also while thinking about others, thinking about oneself, remembering the past, and planning for the future",,Q1182555
epicotyl,上胚軸,解剖学的構造,the first stem internode above the cotyledonary node of a plant embryo or a seedling,,Q1347099
appendicular artery,虫垂動脈,解剖学的構造,artery supplying the appendix,,Q706969
human chromosome 1,1番染色体 (ヒト),解剖学的構造,human chromosome,,Q430258
triceps surae,下腿三頭筋,解剖学的構造,pair of muscles: gastrocnemius and the soleus,,Q431282
right coronary artery,右冠動脈,解剖学的構造,"artery originating above the right cusp of the aortic valve, at the right aortic sinus in the heart",,Q429285
paraventricular nucleus of hypothalamus,室傍核,解剖学的構造,region of the hypothalamus,,Q444192
cavernous sinus,海綿静脈洞,解剖学的構造,one of the dural venous sinuses,,Q1457751
extensor hallucis longus muscle,長母趾伸筋,解剖学的構造,,,Q1446138
extracellular space,細胞外空間,解剖学的構造,"part of a multicellular organism outside the cells proper, usually taken to be outside the plasma membranes, and occupied by fluid",,Q1385443
Hypsizygus,ブナシメジ,解剖学的構造,genus of fungi,,Q1421464
symplast,シンプラスト,解剖学的構造,The interconnected cell membranes and intracellular regions of a plant. The interconnections occur via the plasmodesmata.,,Q1410116
stigma,柱頭,解剖学的構造,"part of a flower. The pollen-receptive surface of a carpel or group of fused carpels, usually sticky; usually a point or small head at the summit of the style where deposited pollen germinates",,Q1427245
flank,横腹,解剖学的構造,side of the body between the rib cage and the iliac bone of the hip,,Q1427103
serous membrane,漿膜,解剖学的構造,"smooth coating of body cavities (thorax and abdomen), smooth, shiny, translucent and content with a thin layer of liquid",,Q1364005
ectoplasm,外質,解剖学的構造,part of a cell's cytoplasm,,Q1323756
pampiniform venous plexus,蔓状静脈叢,解剖学的構造,network of many small veins found in the human male spermatic cord,,Q1169783
tanuki,狸皮,解剖学的構造,fur of the Japanese raccoon dog,,Q1438658
Haplogroup J,ハプログループJ (mtDNA),解剖学的構造,mtDNA,,Q1375490
muscle spindle,筋紡錘,解剖学的構造,specialized innervated muscle structure involved in the reflex action and in proprioception,,Q1414096
submandibular duct,顎下腺管,解剖学的構造,salivary gland,,Q1263601
Pinot Noir Précoce,フリューブルグンダー,解剖学的構造,varietal,,Q1263977
ophthalmic nerve,眼神経,解剖学的構造,sensory nerve,,Q1420571
Starchild skull,スターチャイルド,解剖学的構造,archaeological find,,Q1354365
root hair,根毛,解剖学的構造,"part of a plant. any of the hollow hairlike outgrowths of the outer cells of a root, just behind the tip, that absorb water and salts from the soil",,Q1351263
umbilical vein,臍帯静脈,解剖学的構造,vein running from the placenta to the fetus,,Q1232438
periderm,周皮,解剖学的構造,outer tissue layer of a plant,,Q1390205
extensor retinaculum of the hand,手の伸筋支帯,解剖学的構造,anatomical term,,Q1425589
elater,弾糸,解剖学的構造,biological spring device,,Q1301565
interosseous membrane,骨間膜,解剖学的構造,auricular surface,,Q1407120
trachealis muscle,気管筋,解剖学的構造,a sheet of smooth muscle in the trachea,,Q1321584
Haplogroup C,ハプログループC,解剖学的構造,mtDNA,,Q1381960
halteres,平均棍,解剖学的構造,pair of small club-shaped insect organs,,Q1335456
corneal endothelium,角膜内皮,解剖学的構造,a single layer of cells on the inner surface of the cornea,,Q1189806
placenta,胎盤,解剖学的構造,organ that connects the developing foetus to the uterine wall,,Q1212935
subarachnoid cistern,クモ膜下槽,解剖学的構造,opening in the brain filled with cerebrospinal fluid,,Q1442272
sarcomere,サルコメア,解剖学的構造,repeating unit of a myofibril in a muscle cell,,Q1337087
Mrs. Ples,ミセス・プレス,解剖学的構造,hominin fossil,,Q1187228
mushroom bodies,キノコ体,解剖学的構造,pair of structures in the brain of arthropods and some annelids,,Q1362803
petrous part of the temporal bone,側頭骨岩様部,解剖学的構造,anatomical feature,,Q1404198
farofa,ファロファ,解剖学的構造,cassava flour dish,,Q1397036
corn smut,クィトラコーチェ,解剖学的構造,species of edible fungus,,Q1430040
sorus,胞子嚢群,解剖学的構造,cluster of sporangia in ferns and fungi.,,Q1358407
ink sac,墨汁嚢,解剖学的構造,Organ in cephalopods used to squirt ink in defense,,Q1323560
osteon,骨基質,解剖学的構造,fundamental functional unit of much compact bone,,Q1424568
striatum,線条体,解剖学的構造,part of the basal ganglia in the brain,,Q1319792
pollen tube,花粉管,解剖学的構造,tubular cell projection that is part of a pollen tube cell and extends from a pollen grain,,Q1429464
cork cambium,コルク形成層,解剖学的構造,part of a plant,,Q1312910
Lacón Gallego,ラコン,解剖学的構造,,,Q1218450
